step,loss
1,1.4486054182052612
2,1.0568962097167969
3,0.8619587421417236
4,1.2644792795181274
5,0.9362836480140686
6,0.6787518858909607
7,0.6554623246192932
8,0.6716043949127197
9,0.6649394035339355
10,0.8408896923065186
11,0.9099632501602173
12,0.8606950044631958
13,0.62335604429245
14,0.8199282288551331
15,0.7542186379432678
16,0.6870507597923279
17,0.6200939416885376
18,0.6818075776100159
19,0.7035833597183228
20,0.537681519985199
21,0.7140665054321289
22,0.626215398311615
23,0.7101587057113647
24,0.8078943490982056
25,0.6424728035926819
26,0.6419742703437805
27,0.7721917033195496
28,0.7061141133308411
29,0.7732433676719666
30,0.7562233209609985
31,0.6727252006530762
32,0.6378797292709351
33,0.6811082363128662
34,0.6153668761253357
35,0.6980764865875244
36,0.8776922821998596
37,0.6621941924095154
38,0.6913277506828308
39,0.6715884208679199
40,0.6432570815086365
41,0.6933717131614685
42,0.7253591418266296
43,0.6610432863235474
44,0.6316083669662476
45,0.6996009945869446
46,0.6992771625518799
47,0.666242241859436
48,0.677096962928772
49,0.6679691076278687
50,0.6634145379066467
51,0.5339808464050293
52,0.6207160949707031
53,0.5711297988891602
54,0.6216626167297363
55,0.6284143924713135
56,0.5751336812973022
57,0.622422993183136
58,0.6470131278038025
59,0.6951371431350708
60,0.55987548828125
61,0.680917501449585
62,0.5213775634765625
63,0.5516465902328491
64,0.5440860986709595
65,0.5776358842849731
66,0.6302334666252136
67,0.6911174058914185
68,0.6384409070014954
69,0.6342865824699402
70,0.6219596266746521
71,0.5706678032875061
72,0.6260651350021362
73,0.6980918645858765
74,0.5637925863265991
75,0.4857444763183594
76,0.5414540767669678
77,0.5999612808227539
78,0.7173523306846619
79,0.7873684763908386
80,0.6329087018966675
81,0.5746462345123291
82,0.5831832885742188
83,0.748738169670105
84,0.5836658477783203
85,0.5935178995132446
86,0.5548709630966187
87,0.47854334115982056
88,0.5325170159339905
89,0.518122673034668
90,0.593925952911377
91,0.5162733197212219
92,0.37794703245162964
93,0.415747731924057
94,0.3097555339336395
95,0.47416430711746216
96,0.48445776104927063
97,0.5428970456123352
98,0.3947225511074066
99,0.4008607268333435
100,0.65111243724823
101,0.4832383692264557
102,0.6895825862884521
103,0.4014890789985657
104,0.5163388848304749
105,0.3903674781322479
106,0.36545509099960327
107,0.7559523582458496
108,0.22050301730632782
109,0.5058557987213135
110,0.36097636818885803
111,0.4925925135612488
112,0.41666004061698914
113,0.18775217235088348
114,0.5336216688156128
115,0.3918856680393219
116,0.4076632857322693
117,0.3655828833580017
118,0.6970472931861877
119,0.6433718204498291
120,0.42946553230285645
121,0.3654784560203552
122,0.5019087791442871
123,0.6432752013206482
124,0.7146915793418884
125,0.5086485147476196
126,0.6773732304573059
127,0.5310592651367188
128,0.3232463300228119
129,0.5790330767631531
130,0.3976324796676636
131,0.25443241000175476
132,0.42637887597084045
133,0.3987883925437927
134,0.35974642634391785
135,0.3493253290653229
136,0.4487121105194092
137,0.5985679030418396
138,0.34113940596580505
139,0.5558955669403076
140,0.5346260666847229
141,0.367168664932251
142,0.3637794554233551
143,0.2843640446662903
144,0.4638397991657257
145,0.22511683404445648
146,0.8845164775848389
147,0.673112690448761
148,0.5402860641479492
149,0.5050204992294312
150,0.38932257890701294
