step,loss
50,2.1389758586883545
100,1.15206778049469
150,0.5567556023597717
200,0.29993948340415955
250,0.21670468151569366
300,0.1447487771511078
350,0.16353245079517365
400,0.12492973357439041
450,0.1282244771718979
500,0.07701133191585541
550,0.1220121681690216
600,0.07717795670032501
650,0.06150311231613159
700,0.10172894597053528
750,0.06099646911025047
800,0.03958860784769058
850,0.05649113655090332
900,0.05393515154719353
950,0.07568109035491943
1000,0.05648273602128029
1050,0.064975306391716
1100,0.0646810233592987
1150,0.0451519601047039
1200,0.025959402322769165
1250,0.06718609482049942
1300,0.05861926078796387
1350,0.07620582729578018
1400,0.09227365255355835
1450,0.04303552955389023
1500,0.04729306325316429
1550,0.0573078878223896
1600,0.046908240765333176
1650,0.035098329186439514
1700,0.03426457196474075
1750,0.0575563944876194
1800,0.04132455959916115
1850,0.02178025245666504
1900,0.04016425088047981
1950,0.043828681111335754
2000,0.045455340296030045
2050,0.02589406818151474
2100,0.020589813590049744
2150,0.020652582868933678
2200,0.02679549716413021
2250,0.0382138229906559
2300,0.026615649461746216
2350,0.019325826317071915
2400,0.04114815220236778
2450,0.044450465589761734
2500,0.05480987951159477
2550,0.04508835822343826
2600,0.041534192860126495
2650,0.032272208482027054
2700,0.04973132908344269
2750,0.05411620810627937
2800,0.031841620802879333
2850,0.04583045095205307
2900,0.01791156455874443
2950,0.01636936329305172
3000,0.03178662061691284
3050,0.025730544701218605
3100,0.07158512622117996
3150,0.01611311174929142
3200,0.02374441549181938
3250,0.02032037079334259
3300,0.04152267426252365
3350,0.018209856003522873
3400,0.0331745371222496
3450,0.07321102172136307
3500,0.016902143135666847
3550,0.031016090884804726
3600,0.052586957812309265
3650,0.026214120909571648
3700,0.012740825302898884
3750,0.04574063792824745
3800,0.03746829554438591
3850,0.05584138259291649
3900,0.02527622878551483
3950,0.007981565780937672
4000,0.02152792178094387
4050,0.06232120469212532
4100,0.02689189463853836
4150,0.008235654793679714
4200,0.013001986779272556
4250,0.015644000843167305
4300,0.022022200748324394
4350,0.028689133003354073
4400,0.03225371986627579
4450,0.020196039229631424
4500,0.02370721474289894
4550,0.010093779303133488
4600,0.05283816531300545
4650,0.03681769594550133
4700,0.08284443616867065
4750,0.03701434284448624
4800,0.008638471364974976
4850,0.008747699670493603
4900,0.019800277426838875
4950,0.032063551247119904
5000,0.010992074385285378
5050,0.011515455320477486
5100,0.06057438254356384
5150,0.04265999048948288
5200,0.01921682618558407
5250,0.03302544355392456
5300,0.013714316301047802
5350,0.008403833955526352
5400,0.014450936578214169
5450,0.023225100710988045
5500,0.06918980926275253
5550,0.028307035565376282
5600,0.025000382214784622
5650,0.0071635860949754715
5700,0.01604817621409893
5750,0.04942623898386955
5800,0.06583265215158463
5850,0.009229148738086224
5900,0.023056333884596825
5950,0.010121610946953297
6000,0.008208749815821648
6050,0.01756341941654682
6100,0.01567986235022545
6150,0.01180020347237587
6200,0.012496602721512318
6250,0.018070824444293976
6300,0.015262351371347904
6350,0.026734109967947006
6400,0.012758215889334679
6450,0.03498363122344017
6500,0.019993627443909645
6550,0.02358339913189411
6600,0.014268889091908932
6650,0.01323123648762703
6700,0.006222839001566172
6750,0.004426476079970598
6800,0.005067890044301748
6850,0.03497398644685745
6900,0.014227780513465405
6950,0.030965207144618034
7000,0.03737816959619522
7050,0.02245759218931198
7100,0.018791062757372856
7150,0.045808568596839905
7200,0.006125550251454115
7250,0.03736567497253418
7300,0.013839795254170895
7350,0.014530600048601627
7400,0.007113915402442217
7450,0.009514675475656986
7500,0.008246568962931633
7550,0.005392949562519789
7600,0.022456839680671692
7650,0.036060478538274765
7700,0.014151635579764843
7750,0.02074318565428257
7800,0.01459323801100254
7850,0.01592487283051014
7900,0.00972843635827303
7950,0.015001331456005573
8000,0.00542163522914052
8050,0.009326581843197346
8100,0.023825788870453835
8150,0.015782944858074188
8200,0.022281290963292122
8250,0.009822695516049862
8300,0.016981439664959908
8350,0.012188101187348366
8400,0.009023845195770264
8450,0.010263018310070038
8500,0.010292397812008858
8550,0.017312683165073395
8600,0.01010249461978674
8650,0.01314027700573206
8700,0.015576664358377457
8750,0.012924213893711567
8800,0.03434441611170769
8850,0.011471400037407875
8900,0.008723198436200619
8950,0.026667989790439606
9000,0.01871560513973236
9050,0.009738069958984852
9100,0.006860845256596804
9150,0.030974997207522392
9200,0.013739665038883686
9250,0.029807304963469505
9300,0.023238152265548706
9350,0.013826004229485989
9400,0.021932782605290413
9450,0.009039209224283695
9500,0.01168263703584671
9550,0.011239723302423954
9600,0.02385462448000908
9650,0.014525773003697395
9700,0.006746308412402868
9750,0.012410824187099934
9800,0.016223883256316185
9850,0.02438386157155037
9900,0.021059421822428703
9950,0.014157354831695557
