step,loss,grad_norm
0,4.217682361602783,5.9467268571042435
1,3.690591335296631,2.256918957844508
2,3.5361275672912598,1.6495592582517824
3,3.461226224899292,1.1773344236261898
4,3.4079668521881104,1.0680370818401912
5,3.380847930908203,0.9937056002270772
6,3.286367177963257,1.1311830379096304
7,3.238442897796631,2.5082874964370743
8,3.2248942852020264,2.0180918130029712
9,3.1616311073303223,1.2697811170780406
10,3.1371898651123047,2.5011799680370608
11,3.0836968421936035,1.1125841563317058
12,3.056446075439453,1.466145193231819
13,2.9946274757385254,0.999646199162623
14,2.9917144775390625,1.8393171579853378
15,2.9292659759521484,1.32931191751356
16,2.897770643234253,1.2269209437141704
17,2.909632444381714,1.0717135758690848
18,2.8695168495178223,0.9565315464149127
19,2.849581480026245,0.9232268886143182
20,2.7996108531951904,0.9592123487458357
21,2.7771434783935547,0.7039020706780669
22,2.791382074356079,0.9437545728887166
23,2.7729201316833496,0.674854168817163
24,2.7414913177490234,0.8191020208205071
25,2.7150866985321045,0.6358938464293423
26,2.7346291542053223,0.6662836043085795
27,2.7188382148742676,0.5682867469590079
28,2.6984269618988037,0.5086007130757596
29,2.676271915435791,0.5692633902296127
30,2.692708730697632,0.7245772499264266
31,2.6732187271118164,0.46410358802633617
32,2.6670567989349365,0.47308536257235495
33,2.648635149002075,0.562998005274374
34,2.649519443511963,0.5692315459203736
35,2.6505515575408936,0.510616495068931
36,2.623495101928711,0.6393789744943085
37,2.6312038898468018,0.4204377526489954
38,2.62436580657959,0.5710636736345093
39,2.6285338401794434,0.4984246708412363
40,2.6049447059631348,0.5416887911210417
41,2.6096465587615967,0.41945482193694505
42,2.608977794647217,0.5043908546555494
43,2.5909535884857178,0.4593471312590476
44,2.5872254371643066,0.4604302883107188
45,2.5973329544067383,0.4784492024909295
46,2.5946295261383057,0.4333821873093384
47,2.5980334281921387,0.4896119561198927
48,2.565934658050537,0.45321741934403775
49,2.5955967903137207,0.49781474461638786
50,2.565803050994873,0.4065088497555877
51,2.575289011001587,0.3703594082982808
52,2.568927526473999,0.5242216193255839
53,2.577418804168701,0.41566373989925165
54,2.561483144760132,0.5840668847270626
55,2.5676686763763428,0.4605179662510479
56,2.572378158569336,0.7511678186471457
57,2.5448241233825684,0.5125967247976397
58,2.537013530731201,0.6991650006706411
59,2.557084083557129,0.4320160396160402
60,2.5473971366882324,0.7298907693096193
61,2.5498404502868652,0.40344695233604494
62,2.5366430282592773,0.750469258814765
63,2.5329067707061768,0.4292864192437301
64,2.534420967102051,0.5314131632372722
65,2.5300002098083496,0.41501675765855695
66,2.531801223754883,0.6852764565059487
67,2.547910213470459,0.3820802879440988
68,2.541090250015259,0.4933984028587816
69,2.5428860187530518,0.5147484543655099
70,2.525510787963867,0.4733431348658928
71,2.520220994949341,0.503820470336138
72,2.532015085220337,0.4506924005407814
73,2.520320415496826,0.49438749369293167
74,2.515990734100342,0.4416194822761019
75,2.526000499725342,0.5188473905094204
76,2.505530595779419,0.4236787647364932
77,2.5180633068084717,0.39136834669467885
78,2.5276715755462646,0.45670428514472267
79,2.4967498779296875,0.49898678918056066
80,2.5051486492156982,0.4410964985177064
81,2.4961259365081787,0.4418854641198565
82,2.500077724456787,0.4217734329928554
83,2.5002970695495605,0.4378529039766623
84,2.5072641372680664,0.45614758283199264
85,2.5142290592193604,0.4247584768809497
86,2.4954280853271484,0.5254073915060132
87,2.505596876144409,0.38338027883143194
88,2.507822275161743,0.53462472988597
89,2.491940975189209,0.4731663019785631
90,2.506173849105835,0.6174432869295533
91,2.513566732406616,0.46227627650395076
92,2.502060651779175,0.6841171648083549
93,2.515115261077881,0.4765864767774347
94,2.5010251998901367,0.5614182206649532
95,2.5009100437164307,0.4004563309863941
96,2.499302625656128,0.594614554452574
97,2.4918596744537354,0.4328069272708758
98,2.478689193725586,0.729622753971732
99,2.498472213745117,0.5348696364943403
100,2.4882946014404297,0.8185357606284338
101,2.4931960105895996,0.4330353826982874
102,2.510683536529541,0.718021164575596
103,2.497905969619751,0.4478572654175212
104,2.4746315479278564,0.6230361037688326
105,2.4860780239105225,0.4518890505801119
106,2.4954025745391846,0.4553011222445872
107,2.484158992767334,0.43642262563392026
108,2.4655117988586426,0.5556977393814124
109,2.487779140472412,0.41228155039885145
110,2.4837887287139893,0.5292571610484614
111,2.497178316116333,0.37899318472235144
112,2.501305341720581,0.518937399002902
113,2.487542152404785,0.40926669323121795
114,2.497964382171631,0.5974561652689664
115,2.476083755493164,0.47878636161848787
116,2.4882588386535645,0.5160992990353451
117,2.4934346675872803,0.401933740086822
118,2.4700753688812256,0.3971265160055216
119,2.4948110580444336,0.47390520191435725
120,2.4618544578552246,0.3623103230552141
121,2.4686880111694336,0.45610526731810325
122,2.466677665710449,0.44180517134335023
123,2.4603612422943115,0.3861800438027373
124,2.4601340293884277,0.4012969586105628
125,2.464608907699585,0.428396375536583
126,2.4773385524749756,0.3970369929862427
127,2.4539411067962646,0.5356300655582995
128,2.4586262702941895,0.49315466902413113
129,2.4683265686035156,0.6017168172884969
130,2.4591634273529053,0.4328982839344344
131,2.4738824367523193,0.4865494577096874
132,2.469733238220215,0.43860207184786704
133,2.4663045406341553,0.566632256437311
134,2.4601540565490723,0.4040118299706938
135,2.4556965827941895,0.4494554454630364
136,2.471261501312256,0.4092122521169145
137,2.461587429046631,0.5161547719491298
138,2.443225860595703,0.4156279420263191
139,2.464710235595703,0.39224476990781093
140,2.4622976779937744,0.43445414911182917
141,2.4547839164733887,0.4240548132934032
142,2.471529960632324,0.3932395180060573
143,2.46492600440979,0.4603987311570992
144,2.4465792179107666,0.5273642507702723
145,2.462261915206909,0.4965515509328263
146,2.4562137126922607,0.5084871983400413
147,2.4571218490600586,0.7215193044509585
148,2.4686219692230225,0.37325582610639724
149,2.468377113342285,0.7128412234733004
150,2.4635539054870605,0.48436089817789424
151,2.4649527072906494,0.7037858718783286
152,2.4416728019714355,0.5590202555994326
153,2.4551053047180176,0.650040587109757
154,2.4703450202941895,0.6032598455890577
155,2.4379830360412598,0.6835281747499325
156,2.442430257797241,0.4196447502046902
157,2.4709935188293457,0.46775836813426896
158,2.4535186290740967,0.4390710613969493
159,2.445636034011841,0.39531798463765006
160,2.4485011100769043,0.37486521666035016
161,2.4547057151794434,0.44800243771261195
162,2.4489691257476807,0.5370507121337885
163,2.4444499015808105,0.3630315508037911
164,2.4479315280914307,0.5142168245276372
165,2.4510042667388916,0.521244659465197
166,2.454019546508789,0.430206137598572
167,2.4347708225250244,0.4632065900193821
168,2.455735206604004,0.485829059909875
169,2.422128438949585,0.4609061017967574
170,2.4362404346466064,0.44666228491698723
171,2.446347713470459,0.4480244873448033
172,2.464451313018799,0.4035719490492841
173,2.4315035343170166,0.4226692541085132
174,2.4438600540161133,0.45724031842396706
175,2.445904493331909,0.427061312179476
176,2.4341344833374023,0.5248563322894203
177,2.445899724960327,0.4571145203062051
178,2.4492132663726807,0.5010720349803532
179,2.451413869857788,0.6101104270321013
180,2.4343364238739014,0.5658333673095035
181,2.4347219467163086,0.4539780779069173
182,2.433018207550049,0.48440971804697797
183,2.4460198879241943,0.5279897327922556
184,2.428039312362671,0.3941211494095178
185,2.4439616203308105,0.505063427662036
186,2.420471429824829,0.42492666919395927
187,2.444417953491211,0.5268741615682054
188,2.446587085723877,0.5680291081630812
189,2.4283077716827393,0.41481551680716694
190,2.436631679534912,0.49042244822297093
191,2.4168858528137207,0.48950935586346017
192,2.4510209560394287,0.4668153496848431
193,2.4240190982818604,0.45794397556100097
194,2.4066357612609863,0.5380961633546744
195,2.433513641357422,0.5483614728008616
196,2.41451096534729,0.4746538283089127
197,2.4166738986968994,0.5168828835344529
198,2.41456937789917,0.5281475121842765
199,2.448873281478882,0.622349885402242
200,2.4277400970458984,0.48077759138424114
201,2.422791004180908,0.5177032827110374
202,2.407846212387085,0.6011018772385289
203,2.4319379329681396,0.5819662822543821
204,2.4075469970703125,0.5575145905703396
205,2.4102094173431396,0.6379850678470285
206,2.4308252334594727,0.5521817596094202
207,2.422226905822754,0.49195510645596263
208,2.42935848236084,0.4822216930949232
209,2.424433946609497,0.5284984558630007
210,2.415522336959839,0.4544062395111874
211,2.4313693046569824,0.6503776404099328
212,2.422541856765747,0.40761293048487296
213,2.4390273094177246,0.5622766183868048
214,2.4071788787841797,0.43231077160978165
215,2.4198532104492188,0.5193275974597515
216,2.4164607524871826,0.4514788611581931
217,2.4006271362304688,0.5376486156343414
218,2.4059977531433105,0.4483820604865411
219,2.418489933013916,0.5790520817082483
220,2.408596992492676,0.5946856931765152
221,2.393244504928589,0.47083630656454045
222,2.4074723720550537,0.5634131821626543
223,2.399789810180664,0.622661552882357
224,2.3926849365234375,0.5465546934087937
225,2.409147262573242,0.49743265730056974
226,2.411000967025757,0.5099460445516796
227,2.4263453483581543,0.5342114259285833
228,2.383941173553467,0.4369068633489935
229,2.3860561847686768,0.5928873478931466
230,2.4146909713745117,0.6177465112458338
231,2.4123125076293945,0.48152274042030013
232,2.418657064437866,0.5520721408233864
233,2.4108223915100098,0.5447462733127673
234,2.4021382331848145,0.5089482560124581
235,2.3881778717041016,0.479655979644057
236,2.430349111557007,0.49452431335121755
237,2.42518949508667,0.5370592637849166
238,2.4052274227142334,0.5590419235793783
239,2.417850971221924,0.4905796725013735
240,2.427647113800049,0.7555584076038507
241,2.389889717102051,0.6243962773326995
242,2.410125255584717,0.613176251430292
243,2.414935827255249,0.4854676107490849
244,2.3882791996002197,0.4772622079714925
245,2.3737027645111084,0.5392529503032096
246,2.4008820056915283,0.46974479965546073
247,2.402367115020752,0.5578132196690525
248,2.373260736465454,0.47817239367750464
249,2.402886152267456,0.45883252210593106
