step,loss,grad_norm
0,4.144276142120361,3.6606249857129503
1,3.8789262771606445,2.219865034761722
2,3.756547451019287,1.7293363720786359
3,3.7129714488983154,1.4835904534018434
4,3.66154408454895,1.4432050958627642
5,3.629948616027832,1.409809129321136
6,3.6054491996765137,1.3680175284220861
7,3.5603864192962646,1.3644124016992545
8,3.531776189804077,1.3678042690911143
9,3.478877067565918,1.414423738011499
10,3.448655128479004,2.057501669565647
11,3.4160256385803223,1.3417592607262547
12,3.3768298625946045,1.3272335332627343
13,3.3489718437194824,1.2797366634284075
14,3.3124513626098633,1.272863316683851
15,3.2879390716552734,1.2236878521886907
16,3.2522029876708984,1.1800278889658624
17,3.237855911254883,1.1368858641851896
18,3.2101807594299316,1.1327288129166853
19,3.194948434829712,1.1059598353943003
20,3.188786029815674,1.058221894367115
21,3.1215455532073975,1.0834955426677932
22,3.130969524383545,1.0336150310473282
23,3.1259562969207764,0.9604817555760204
24,3.1040127277374268,1.0199001415515214
25,3.0553476810455322,1.013696320307526
26,3.0456702709198,0.9457465075531241
27,3.0610342025756836,0.9518415492146095
28,3.0079824924468994,0.9841010076143394
29,3.0172677040100098,0.9877754369446213
30,2.992516040802002,0.9564906901428336
31,2.987119436264038,0.9483457050067302
32,2.953505039215088,1.006459650258306
33,2.9605839252471924,0.8907652793458123
34,2.934685230255127,0.8802497939786531
35,2.914720058441162,0.7979421642969113
36,2.916626214981079,0.7188409314087523
37,2.907057046890259,0.8522807308801025
38,2.892991065979004,0.8487688794747509
39,2.895380973815918,0.8263528914668237
40,2.8783960342407227,0.7861231382409668
41,2.861490249633789,0.7496054520107964
42,2.860128879547119,0.7898522869929245
43,2.853139877319336,0.7411811820900635
44,2.8323237895965576,0.6540984980030482
45,2.834731101989746,0.6163135930991964
46,2.8387532234191895,0.6269165300640189
47,2.828723907470703,0.7308948978503031
48,2.8021252155303955,0.6585914244262662
49,2.7917418479919434,0.6628828794751024
50,2.7898170948028564,0.713777830800349
51,2.7787399291992188,0.5513420969414597
52,2.7998735904693604,0.7556942258264758
53,2.7839505672454834,0.6926427767965097
54,2.763411045074463,0.6197459319832663
55,2.7717666625976562,0.6726503384571418
56,2.7698962688446045,0.5843174804503978
57,2.757622718811035,0.6646505437994652
58,2.7399609088897705,0.6550700574284672
59,2.7380595207214355,0.538629840746626
60,2.739625930786133,0.5693770901573619
61,2.742990255355835,0.5747328963028684
62,2.7308311462402344,0.5489291202472233
63,2.7389516830444336,0.5420530502734144
64,2.720472812652588,0.6209239774707301
65,2.7260806560516357,0.6229439943709226
66,2.7126405239105225,0.5968474870332839
67,2.7043280601501465,0.7139568429421418
68,2.7063796520233154,0.5432184377115908
69,2.694427251815796,0.6064275070976187
70,2.692917585372925,0.47364967371405686
71,2.699505090713501,0.5579878025481217
72,2.6957907676696777,0.45497622243078883
73,2.6920998096466064,0.45143376366974397
74,2.6863362789154053,0.4597031304137693
75,2.678776264190674,0.4893695790070316
76,2.6978979110717773,0.5453445681327749
77,2.6867809295654297,0.4671789084181243
78,2.6742162704467773,0.4946059803939517
79,2.6732640266418457,0.5894485359714418
80,2.66493821144104,0.5681177270975389
81,2.664497137069702,0.885347051955039
