step,loss
50,2.119381904602051
100,0.9861290454864502
150,0.454049676656723
200,0.2606067657470703
250,0.19602572917938232
300,0.14325928688049316
350,0.17440812289714813
400,0.11108504235744476
450,0.13932080566883087
500,0.07208777219057083
550,0.11647342890501022
600,0.08267330378293991
650,0.05663076415657997
700,0.10067884624004364
750,0.05318950489163399
800,0.03764265030622482
850,0.04649314656853676
900,0.051159363240003586
950,0.07444213330745697
1000,0.0611632764339447
1050,0.06455430388450623
1100,0.05876213312149048
1150,0.04862603545188904
1200,0.02644120156764984
1250,0.05107925832271576
1300,0.05635911226272583
1350,0.0789746642112732
1400,0.09581118077039719
1450,0.062159307301044464
1500,0.06109689921140671
1550,0.06764478236436844
1600,0.056326817721128464
1650,0.034311775118112564
1700,0.03783110901713371
1750,0.059215717017650604
1800,0.04237881302833557
1850,0.02969219908118248
1900,0.052515603601932526
1950,0.047844815999269485
2000,0.07176940143108368
2050,0.02751421555876732
2100,0.02529924549162388
2150,0.01934717781841755
2200,0.024766933172941208
2250,0.04137374833226204
2300,0.0270555280148983
2350,0.017154155299067497
2400,0.04844856634736061
2450,0.03757565841078758
2500,0.05455377325415611
2550,0.04372693970799446
2600,0.042724162340164185
2650,0.041559189558029175
2700,0.044761206954717636
2750,0.05027185380458832
2800,0.027655353769659996
2850,0.026762641966342926
2900,0.016999443992972374
2950,0.027154769748449326
3000,0.042015787214040756
3050,0.030182763934135437
3100,0.06906359642744064
3150,0.02510196715593338
3200,0.024923091754317284
3250,0.014544080011546612
3300,0.0382503904402256
3350,0.022119488567113876
3400,0.039714839309453964
3450,0.06972586363554001
3500,0.023449420928955078
3550,0.029395263642072678
3600,0.043311022222042084
3650,0.019613534212112427
3700,0.02452235296368599
3750,0.04912149906158447
3800,0.034570321440696716
3850,0.06048199534416199
3900,0.018369635567069054
3950,0.012886491604149342
4000,0.011746265925467014
4050,0.05827128142118454
4100,0.03034578636288643
4150,0.008205695077776909
4200,0.010354447178542614
4250,0.014921213500201702
4300,0.02834552526473999
4350,0.03252726048231125
4400,0.024615250527858734
4450,0.02149081975221634
4500,0.021995918825268745
4550,0.038334283977746964
4600,0.06608404964208603
4650,0.04234188050031662
4700,0.09819459915161133
4750,0.05133312940597534
4800,0.01967988722026348
4850,0.014713949523866177
4900,0.025138048455119133
4950,0.025037243962287903
5000,0.02124912478029728
5050,0.011508677154779434
5100,0.0702214390039444
5150,0.04668359085917473
5200,0.04057534039020538
5250,0.017798544839024544
5300,0.02033577859401703
5350,0.017966173589229584
5400,0.02286119945347309
5450,0.012873593717813492
5500,0.05745605379343033
5550,0.031721100211143494
5600,0.028915727511048317
5650,0.010305588133633137
5700,0.016645897179841995
5750,0.04994024708867073
5800,0.04073554649949074
5850,0.011569168418645859
5900,0.019377652555704117
5950,0.007309728767722845
6000,0.020847873762249947
6050,0.010417217388749123
6100,0.023039231076836586
6150,0.016019226983189583
6200,0.023989224806427956
6250,0.021464047953486443
6300,0.011358107440173626
6350,0.026760032400488853
6400,0.012766016647219658
6450,0.04971522465348244
6500,0.028330812230706215
6550,0.03182860463857651
6600,0.010150844231247902
6650,0.010274977423250675
6700,0.011558489874005318
6750,0.006166513077914715
6800,0.00481677521020174
6850,0.03874768689274788
6900,0.01489581074565649
6950,0.032720211893320084
7000,0.0441037192940712
7050,0.03183361887931824
7100,0.005389499478042126
7150,0.04440167173743248
7200,0.025943657383322716
7250,0.040021929889917374
7300,0.024022089317440987
7350,0.016234129667282104
7400,0.011929524131119251
7450,0.007792043033987284
7500,0.01432542409747839
7550,0.009156414307653904
7600,0.008042559027671814
7650,0.02269369550049305
7700,0.023132726550102234
7750,0.021874090656638145
7800,0.008340330794453621
7850,0.006863260176032782
7900,0.008679933845996857
7950,0.008636684156954288
8000,0.003790313145145774
8050,0.005337986629456282
8100,0.0379912294447422
8150,0.028474705293774605
8200,0.026211323216557503
8250,0.004704176913946867
8300,0.015545561909675598
8350,0.0030714119784533978
8400,0.0106301698833704
8450,0.011725273914635181
8500,0.010366715490818024
8550,0.01074199378490448
8600,0.016845639795064926
8650,0.005859403405338526
8700,0.007583613507449627
8750,0.01461909618228674
8800,0.03298689424991608
8850,0.005425722803920507
8900,0.008257717825472355
8950,0.015843423083424568
9000,0.02399911731481552
9050,0.009151899255812168
9100,0.011693310923874378
9150,0.04759511724114418
9200,0.012540258467197418
9250,0.04003310203552246
9300,0.021550431847572327
9350,0.009218639694154263
9400,0.032436467707157135
9450,0.013169791549444199
9500,0.01933138072490692
9550,0.02249961905181408
9600,0.026907136663794518
9650,0.006417690310627222
9700,0.020492371171712875
9750,0.010089642368257046
9800,0.010667630471289158
9850,0.0175955630838871
9900,0.01601368747651577
9950,0.025554465129971504
10000,0.0062064435333013535
10050,0.004887758754193783
10100,0.0034613111056387424
10150,0.011525963433086872
10200,0.010492583736777306
10250,0.00963246263563633
10300,0.011005478911101818
10350,0.019875554367899895
10400,0.03664492815732956
10450,0.014818337745964527
10500,0.0023965765722095966
10550,0.010472461581230164
10600,0.01601218618452549
10650,0.027412371709942818
10700,0.022918349131941795
10750,0.008467662148177624
10800,0.0033327629789710045
10850,0.03620929643511772
10900,0.024761321023106575
10950,0.011315724812448025
11000,0.005055609624832869
11050,0.011671735905110836
11100,0.013278334401547909
11150,0.04099811613559723
11200,0.012520850636065006
11250,0.03575818985700607
11300,0.0024867902975529432
11350,0.010061018168926239
11400,0.017625313252210617
11450,0.005864004138857126
11500,0.003109351033344865
11550,0.03038424253463745
11600,0.016434894874691963
11650,0.021768024191260338
11700,0.02599932625889778
11750,0.014079311862587929
11800,0.011643169447779655
11850,0.00863059051334858
11900,0.011082624085247517
11950,0.014233384281396866
12000,0.012206871062517166
12050,0.021292226389050484
12100,0.003334488021209836
12150,0.0169519130140543
12200,0.010377064347267151
12250,0.018898725509643555
12300,0.014769653789699078
12350,0.007665843702852726
12400,0.00817116443067789
12450,0.012149658054113388
12500,0.014923134818673134
12550,0.018073366954922676
12600,0.02411196008324623
12650,0.004512948915362358
12700,0.012626195326447487
12750,0.0034841366577893496
12800,0.009065249934792519
12850,0.10088934749364853
12900,0.017908019945025444
12950,0.008930662646889687
13000,0.02940755896270275
13050,0.020903119817376137
13100,0.023743893951177597
13150,0.003949949983507395
13200,0.0132798682898283
13250,0.012836848385632038
13300,0.018667498603463173
13350,0.011308202520012856
13400,0.013565012253820896
13450,0.026964770630002022
13500,0.004405387677252293
13550,0.0073076956905424595
13600,0.006550101097673178
13650,0.006673406809568405
13700,0.008265621960163116
13750,0.006602763198316097
13800,0.013207738287746906
13850,0.013352284207940102
13900,0.004245435353368521
13950,0.0023322850465774536
14000,0.011347790248692036
14050,0.007731202989816666
14100,0.0326354056596756
14150,0.007644148077815771
14200,0.031007250770926476
14250,0.019224705174565315
14300,0.033042021095752716
14350,0.008305288851261139
14400,0.012882974930107594
14450,0.015177372843027115
14500,0.01556393038481474
14550,0.006104290019720793
14600,0.027039527893066406
14650,0.022907866165041924
14700,0.012382090091705322
14750,0.010919631458818913
14800,0.023470962420105934
14850,0.02163901925086975
14900,0.006842324975878
14950,0.0026170399505645037
15000,0.0015468480996787548
15050,0.010859116911888123
15100,0.015617555007338524
15150,0.01854107715189457
15200,0.014248775318264961
15250,0.022105898708105087
15300,0.007453326601535082
15350,0.0017921066610142589
15400,0.0012093017576262355
15450,0.006037790793925524
15500,0.003307163482531905
15550,0.006762222852557898
15600,0.01335988100618124
15650,0.022321954369544983
15700,0.038992058485746384
15750,0.008875354193150997
15800,0.018865808844566345
15850,0.007307668682187796
15900,0.0036891859490424395
15950,0.005135346669703722
16000,0.01017300970852375
16050,0.012162834405899048
16100,0.003331986255943775
16150,0.010744218714535236
16200,0.005425127223134041
16250,0.01680220477283001
16300,0.010909168049693108
16350,0.008108782581984997
16400,0.015613598749041557
16450,0.009901553392410278
16500,0.02197520062327385
16550,0.012391353026032448
16600,0.006780767347663641
